user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100000177,2018-01-05,Push,control,False,English,English,19-24 years,,,,False
a100000178,2018-01-05,Facebook,control,False,English,English,24-30 years,,,,False
a100000179,2018-01-05,Instagram,control,False,English,English,30-36 years,,,,False
a100000180,2018-01-05,Instagram,control,False,English,English,36-45 years,,,,False
a100000181,2018-01-05,Facebook,control,False,English,English,45-55 years,,,,False
a100000182,2018-01-05,House Ads,control,False,English,English,55+ years,,,,False
a100000183,2018-01-06,House Ads,control,False,English,English,0-18 years,,,,False
a100000184,2018-01-06,Push,control,False,English,English,19-24 years,,,,False
a100000184,2018-01-12,House Ads,control,False,English,English,19-24 years,,,,False
a100000184,2018-01-02,House Ads,control,False,English,English,19-24 years,,,,False
a100000206,2018-01-06,Facebook,control,False,English,English,24-30 years,,,,False
a100000206,2018-01-12,House Ads,control,False,English,English,24-30 years,,,,False
a100000206,2018-01-02,House Ads,control,False,English,English,24-30 years,,,,False
a100000207,2018-01-06,Instagram,control,False,English,English,30-36 years,,,,False
a100000207,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,False
a100000207,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,False
a100000208,2018-01-06,Instagram,control,False,English,English,36-45 years,,,,False
a100000208,2018-01-12,House Ads,control,False,English,English,36-45 years,,,,False
a100000208,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,False
a100000209,2018-01-06,Facebook,control,False,English,English,45-55 years,,,,False
a100000209,2018-01-12,House Ads,control,False,English,English,45-55 years,,,,False
a100000209,2018-01-03,House Ads,control,False,English,English,45-55 years,,,,False
a100000210,2018-01-06,House Ads,control,False,English,English,55+ years,,,,False
a100000210,2018-01-13,House Ads,control,False,English,English,55+ years,,,,False
a100000210,2018-01-03,House Ads,control,False,English,English,55+ years,,,,False
a100000211,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,False
a100000211,2018-01-13,House Ads,control,False,English,English,0-18 years,,,,False
a100000211,2018-01-03,House Ads,control,False,English,English,0-18 years,,,,False
a100000212,2018-01-07,Push,control,False,English,English,19-24 years,,,,False
a100000212,2018-01-13,House Ads,control,False,English,English,19-24 years,,,,False
a100000212,2018-01-03,House Ads,control,False,English,English,19-24 years,,,,False
a100000213,2018-01-07,Facebook,control,False,English,English,24-30 years,,,,False
a100000213,2018-01-13,House Ads,control,False,English,English,24-30 years,,,,False
a100000213,2018-01-03,House Ads,control,False,English,English,24-30 years,,,,False
a100000214,2018-01-07,Instagram,control,False,English,English,30-36 years,,,,False
a100000214,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,False
a100000214,2018-01-03,House Ads,control,False,English,English,30-36 years,,,,False
a100000215,2018-01-07,Instagram,control,False,English,English,36-45 years,,,,False
a100000215,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,False
a100000215,2018-01-03,House Ads,control,False,English,English,36-45 years,,,,False
a100000216,2018-01-07,Facebook,control,False,English,English,45-55 years,,,,False
a100000216,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,False
a100000216,2018-01-04,House Ads,control,False,English,English,45-55 years,,,,False
a100000217,2018-01-08,House Ads,control,False,English,English,55+ years,,,,False
a100000217,2018-01-14,House Ads,control,False,English,English,55+ years,,,,False
a100000217,2018-01-04,House Ads,control,False,English,English,55+ years,,,,False
a100000218,2018-01-08,House Ads,control,False,English,English,0-18 years,,,,False
a100000218,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,False
a100000218,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,False
a100000219,2018-01-08,Push,control,False,English,English,19-24 years,,,,False
a100000219,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,False
a100000219,2018-01-04,House Ads,control,False,English,English,19-24 years,,,,False
a100000220,2018-01-08,Facebook,control,False,English,English,24-30 years,,,,False
a100000220,2018-01-14,House Ads,control,False,English,English,24-30 years,,,,False
a100000220,2018-01-04,House Ads,control,False,English,English,24-30 years,,,,False
a100001000,2018-01-08,Instagram,control,False,English,English,30-36 years,,,,False
a100001000,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,False
a100001000,2018-01-14,House Ads,control,False,English,English,30-36 years,,,,False
a100001000,2018-01-04,House Ads,control,False,English,English,30-36 years,,,,False
a100001001,2018-01-08,Instagram,control,False,English,English,36-45 years,,,,False
a100001001,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,False
a100001001,2018-01-14,House Ads,control,False,English,English,36-45 years,,,,False
a100001001,2018-01-04,House Ads,control,False,English,English,36-45 years,,,,False
a100001002,2018-01-08,Facebook,control,False,English,English,45-55 years,,,,False
a100001002,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,False
a100001002,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,False
a100001002,2018-01-05,House Ads,control,False,English,English,45-55 years,,,,False
a100001003,2018-01-09,House Ads,control,False,English,English,55+ years,,,,False
a100001003,2018-01-13,Push,control,False,English,English,0-18 years,,,,False
a100001003,2018-01-15,House Ads,control,False,English,English,55+ years,,,,False
a100001003,2018-01-05,House Ads,control,False,English,English,55+ years,,,,False
a100001004,2018-01-09,House Ads,control,False,English,English,0-18 years,,,,False
a100001004,2018-01-14,Facebook,control,False,English,English,19-24 years,,,,False
a100001004,2018-01-15,House Ads,control,False,English,English,0-18 years,,,,False
a100001004,2018-01-05,House Ads,control,False,English,English,0-18 years,,,,False
a100001005,2018-01-09,Push,control,False,English,English,19-24 years,,,,False
a100001005,2018-01-14,Instagram,control,False,English,English,24-30 years,,,,False
a100001005,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,False
a100001005,2018-01-05,House Ads,control,False,English,English,19-24 years,,,,False
a100001006,2018-01-09,Facebook,control,False,English,English,24-30 years,,,,False
a100001006,2018-01-14,Instagram,control,False,English,English,30-36 years,,,,False
a100001006,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,False
a100001006,2018-01-05,House Ads,control,False,English,English,24-30 years,,,,False
a100001007,2018-01-09,Instagram,control,False,English,English,30-36 years,,,,False
a100001007,2018-01-14,Facebook,control,False,English,English,36-45 years,,,,False
a100001007,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,False
a100001007,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,False
a100001008,2018-01-09,Instagram,control,False,English,English,36-45 years,,,,False
a100001008,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,False
a100001008,2018-01-15,House Ads,control,False,English,English,36-45 years,,,,False
a100001008,2018-01-05,House Ads,control,False,English,English,36-45 years,,,,False
a100001009,2018-01-09,Facebook,control,False,English,English,45-55 years,,,,False
a100001009,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,False
a100001009,2018-01-15,House Ads,control,False,English,English,45-55 years,,,,False
a100001009,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,False
a100001010,2018-01-10,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100001010,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,False
a100001010,2018-01-16,House Ads,control,False,English,Spanish,55+ years,,,,False
a100001010,2018-01-06,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100001011,2018-01-10,House Ads,control,False,Spanish,Spanish,0-18 years,,,,False
a100001011,2018-01-15,Push,control,False,English,English,24-30 years,,,,False
a100001011,2018-01-16,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100001011,2018-01-06,House Ads,control,False,Spanish,Spanish,0-18 years,,,,False
a100001012,2018-01-10,Push,control,False,English,English,19-24 years,,,,False
a100001012,2018-01-15,Facebook,control,False,English,English,30-36 years,,,,False
a100001012,2018-01-16,House Ads,control,False,English,English,19-24 years,,,,False
a100001012,2018-01-06,House Ads,control,False,English,English,19-24 years,,,,False
a100001013,2018-01-10,Facebook,control,False,English,English,24-30 years,,,,False
a100001013,2018-01-15,Instagram,control,False,English,English,36-45 years,,,,False
a100001013,2018-01-16,House Ads,control,False,English,English,24-30 years,,,,False
a100001013,2018-01-06,House Ads,control,False,English,English,24-30 years,,,,False
a100001014,2018-01-10,Instagram,control,False,English,English,30-36 years,,,,False
a100001014,2018-01-15,Instagram,control,False,English,English,45-55 years,,,,False
a100001014,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,False
a100001014,2018-01-06,House Ads,control,False,English,English,30-36 years,,,,False
a100001015,2018-01-10,Instagram,control,False,English,English,36-45 years,,,,False
a100001015,2018-01-15,Facebook,control,False,English,English,0-18 years,,,,False
a100001015,2018-01-16,House Ads,control,False,English,English,36-45 years,,,,False
a100001015,2018-01-06,House Ads,control,False,English,English,36-45 years,,,,False
a100001016,2018-01-10,Facebook,control,False,English,English,45-55 years,,,,False
a100001016,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,False
a100001016,2018-01-16,House Ads,control,False,English,English,45-55 years,,,,False
a100001016,2018-01-07,House Ads,control,False,English,English,45-55 years,,,,False
a100001017,2018-01-11,House Ads,control,False,English,Spanish,55+ years,,,,False
a100001017,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,False
a100001017,2018-01-17,House Ads,control,False,English,Spanish,55+ years,,,,False
a100001017,2018-01-07,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100001018,2018-01-11,House Ads,control,False,English,English,0-18 years,,,,False
a100001018,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,False
a100001018,2018-01-17,House Ads,control,False,English,English,0-18 years,,,,False
a100001018,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,False
a100001019,2018-01-11,Push,control,False,English,English,19-24 years,,,,False
a100001019,2018-01-16,Push,control,False,English,English,36-45 years,,,,False
a100001019,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,False
a100001019,2018-01-07,House Ads,control,False,English,English,19-24 years,,,,False
a100001020,2018-01-11,Facebook,control,False,English,English,24-30 years,,,,False
a100001020,2018-01-16,Facebook,control,False,English,English,45-55 years,,,,False
a100001020,2018-01-17,House Ads,control,False,English,English,24-30 years,,,,False
a100001020,2018-01-07,House Ads,control,False,English,English,24-30 years,,,,False
a100001021,2018-01-11,Instagram,control,False,English,English,30-36 years,,,,False
a100001021,2018-01-16,Instagram,control,False,English,English,0-18 years,,,,False
a100001021,2018-01-17,House Ads,control,False,English,English,30-36 years,,,,False
a100001021,2018-01-07,House Ads,control,False,English,English,30-36 years,,,,False
a100001022,2018-01-11,Instagram,control,False,English,English,36-45 years,,,,False
a100001022,2018-01-16,Instagram,control,False,English,English,19-24 years,,,,False
a100001022,2018-01-17,House Ads,control,False,English,English,36-45 years,,,,False
a100001022,2018-01-08,House Ads,control,False,English,English,36-45 years,,,,False
a100001023,2018-01-11,Facebook,control,False,English,English,45-55 years,,,,False
a100001023,2018-01-16,Facebook,control,False,English,English,24-30 years,,,,False
a100001023,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,False
a100001023,2018-01-08,House Ads,control,False,English,English,45-55 years,,,,False
a100001024,2018-01-12,House Ads,control,False,English,Spanish,55+ years,,,,False
a100001024,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,False
a100001024,2018-01-18,House Ads,control,False,English,Spanish,55+ years,,,,False
a100001024,2018-01-08,House Ads,control,False,Spanish,Spanish,55+ years,,,,False
a100001025,2018-01-12,House Ads,control,False,English,English,0-18 years,,,,False
a100001025,2018-01-17,House Ads,control,False,English,English,36-45 years,,,,False
a100001025,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,False
a100001025,2018-01-08,House Ads,control,False,English,English,0-18 years,,,,False
a100001026,2018-01-12,Push,control,False,English,English,19-24 years,,,,False
a100001026,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,False
a100001026,2018-01-18,House Ads,control,False,English,English,19-24 years,,,,False
a100001026,2018-01-08,House Ads,control,False,English,English,19-24 years,,,,False
a100001027,2018-01-12,Facebook,control,False,English,English,24-30 years,,,,False
a100001027,2018-01-17,Push,control,False,English,English,0-18 years,,,,False
a100001027,2018-01-18,House Ads,control,False,English,English,24-30 years,,,,False
a100001027,2018-01-08,House Ads,control,False,English,English,24-30 years,,,,False
a100001028,2018-01-12,Instagram,control,False,English,English,30-36 years,,,,False
a100001028,2018-01-17,Facebook,control,False,English,English,19-24 years,,,,False
a100001028,2018-01-18,House Ads,control,False,English,English,30-36 years,,,,False
a100001028,2018-01-08,House Ads,control,False,English,English,30-36 years,,,,False
a100001029,2018-01-12,Instagram,control,False,English,English,36-45 years,,,,False
a100001029,2018-01-17,Instagram,control,False,English,English,24-30 years,,,,False
a100001029,2018-01-18,House Ads,control,False,English,English,36-45 years,,,,False
a100001029,2018-01-09,House Ads,control,False,English,English,36-45 years,,,,False
a100001030,2018-01-12,Facebook,control,False,English,English,45-55 years,,,,False
a100001030,2018-01-17,Instagram,control,False,English,English,30-36 years,,,,False
a100001030,2018-01-18,House Ads,control,False,English,English,45-55 years,,,,False
a100001030,2018-01-09,House Ads,control,False,English,English,45-55 years,,,,False
a100001031,2018-01-13,House Ads,control,False,English,English,55+ years,,,,False
a100001031,2018-01-17,Facebook,control,False,English,English,36-45 years,,,,False
a100001031,2018-01-19,House Ads,control,False,English,English,55+ years,,,,False
a100001031,2018-01-09,House Ads,control,False,English,English,55+ years,,,,False
a100001032,2018-01-13,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100001032,2018-01-18,House Ads,control,False,English,English,45-55 years,,,,False
a100001032,2018-01-19,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100001032,2018-01-09,House Ads,control,False,Spanish,Spanish,0-18 years,,,,False
a100001033,2018-01-13,Push,control,False,English,English,19-24 years,,,,False
a100001033,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,False
a100001033,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,False
a100001033,2018-01-09,House Ads,control,False,English,English,19-24 years,,,,False
a100001034,2018-01-13,Facebook,control,False,English,English,24-30 years,,,,False
a100001034,2018-01-18,House Ads,control,False,English,Spanish,19-24 years,,,,False
a100001034,2018-01-19,House Ads,control,False,English,English,24-30 years,,,,False
a100001034,2018-01-09,House Ads,control,False,English,English,24-30 years,,,,False
a100001035,2018-01-13,Instagram,control,False,English,English,30-36 years,,,,False
a100001035,2018-01-18,Push,control,False,English,English,24-30 years,,,,False
a100001035,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,False
a100001035,2018-01-09,House Ads,control,False,English,English,30-36 years,,,,False
a100001036,2018-01-13,Instagram,control,False,English,English,36-45 years,,,,False
a100001036,2018-01-18,Facebook,control,False,English,English,30-36 years,,,,False
a100001036,2018-01-19,House Ads,control,False,English,English,36-45 years,,,,False
a100001036,2018-01-10,House Ads,control,False,English,English,36-45 years,,,,False
a100001037,2018-01-13,Facebook,control,False,English,English,45-55 years,,,,False
a100001037,2018-01-18,Instagram,control,False,English,English,36-45 years,,,,False
a100001037,2018-01-19,House Ads,control,False,English,English,45-55 years,,,,False
a100001037,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,False
a100001038,2018-01-14,House Ads,control,False,English,English,55+ years,,,,False
a100001038,2018-01-18,Instagram,control,False,English,English,45-55 years,,,,False
a100001038,2018-01-20,House Ads,control,False,English,English,55+ years,,,,False
a100001038,2018-01-10,House Ads,control,False,English,English,55+ years,,,,False
a100001039,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,False
a100001039,2018-01-19,Facebook,control,False,English,English,0-18 years,,,,False
a100001039,2018-01-20,House Ads,control,False,English,English,0-18 years,,,,False
a100001039,2018-01-10,House Ads,control,False,English,English,0-18 years,,,,False
a100001040,2018-01-14,Push,control,False,English,English,19-24 years,,,,False
a100001040,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,False
a100001040,2018-01-20,House Ads,control,False,English,English,19-24 years,,,,False
a100001040,2018-01-10,House Ads,control,False,English,English,19-24 years,,,,False
a100001041,2018-01-14,Facebook,control,False,English,English,24-30 years,,,,False
a100001041,2018-01-19,House Ads,control,False,English,English,24-30 years,,,,False
a100001041,2018-01-20,House Ads,control,False,English,English,24-30 years,,,,False
a100001041,2018-01-10,House Ads,control,False,English,English,24-30 years,,,,False
a100001042,2018-01-14,Instagram,control,False,English,English,30-36 years,,,,False
a100001042,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,False
a100001042,2018-01-20,House Ads,control,False,English,English,30-36 years,,,,False
a100001042,2018-01-10,House Ads,control,False,English,English,30-36 years,,,,False
a100001043,2018-01-14,Instagram,control,False,English,English,36-45 years,,,,False
a100001043,2018-01-19,Push,control,False,English,English,36-45 years,,,,False
a100001043,2018-01-20,House Ads,control,False,English,English,36-45 years,,,,False
a100001043,2018-01-11,House Ads,control,False,English,English,36-45 years,,,,False
a100000421,2018-01-16,House Ads,control,False,English,English,55+ years,,,,False
a100000421,2018-01-27,House Ads,control,False,English,English,55+ years,,,,False
a100000421,2018-01-12,House Ads,control,False,English,English,55+ years,,,,False
a100000422,2018-01-16,House Ads,control,False,English,English,0-18 years,,,,False
a100000422,2018-01-27,House Ads,control,False,English,English,0-18 years,,,,False
a100000422,2018-01-12,House Ads,control,False,English,English,0-18 years,,,,False
a100000423,2018-01-16,Push,control,False,English,English,19-24 years,,,,False
a100000423,2018-01-27,House Ads,control,False,English,English,19-24 years,,,,False
a100000423,2018-01-12,House Ads,control,False,English,English,19-24 years,,,,False
a100000424,2018-01-16,Facebook,control,False,English,English,24-30 years,,,,False
a100000424,2018-01-27,House Ads,control,False,English,English,24-30 years,,,,False
a100000424,2018-01-12,House Ads,control,False,English,English,24-30 years,,,,False
a100000425,2018-01-16,Instagram,control,False,English,English,30-36 years,,,,False
a100000425,2018-01-27,House Ads,control,False,English,English,30-36 years,,,,False
a100000425,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,False
a100000426,2018-01-16,Instagram,control,False,English,English,36-45 years,,,,False
a100000426,2018-01-28,House Ads,control,False,English,English,36-45 years,,,,False
a100000426,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,False
a100000427,2018-01-16,Facebook,control,False,English,English,45-55 years,,,,False
a100000427,2018-01-28,House Ads,control,False,English,English,45-55 years,,,,False
a100000427,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,False
a100000428,2018-01-17,House Ads,control,False,English,English,55+ years,,,,False
a100000428,2018-01-28,House Ads,control,False,English,English,55+ years,,,,False
a100000428,2018-01-13,House Ads,control,False,English,English,55+ years,,,,False
a100000429,2018-01-17,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000429,2018-01-28,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000429,2018-01-13,House Ads,control,False,Spanish,Spanish,0-18 years,,,,False
a100000430,2018-01-17,Push,control,False,English,English,19-24 years,,,,False
a100000430,2018-01-28,House Ads,control,False,English,English,19-24 years,,,,False
a100000430,2018-01-13,House Ads,control,False,English,English,19-24 years,,,,False
a100000431,2018-01-17,Facebook,control,False,English,English,24-30 years,,,,False
a100000431,2018-01-28,House Ads,control,False,English,English,24-30 years,,,,False
a100000431,2018-01-13,House Ads,control,False,English,English,24-30 years,,,,False
a100000432,2018-01-17,Instagram,control,False,English,English,30-36 years,,,,False
a100000432,2018-01-28,House Ads,control,False,English,English,30-36 years,,,,False
a100000432,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,False
a100000433,2018-01-17,Instagram,control,False,English,English,36-45 years,,,,False
a100000433,2018-01-29,House Ads,control,False,English,English,36-45 years,,,,False
a100000433,2018-01-14,House Ads,control,False,English,English,36-45 years,,,,False
a100000434,2018-01-17,Facebook,control,False,English,English,45-55 years,,,,False
a100000434,2018-01-29,House Ads,control,False,English,English,45-55 years,,,,False
a100000434,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,False
a100000435,2018-01-18,House Ads,control,False,English,English,55+ years,,,,False
a100000435,2018-01-29,House Ads,control,False,English,English,55+ years,,,,False
a100000435,2018-01-14,House Ads,control,False,English,English,55+ years,,,,False
a100000436,2018-01-18,House Ads,control,False,English,English,0-18 years,,,,False
a100000436,2018-01-29,House Ads,control,False,English,English,0-18 years,,,,False
a100000436,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,False
a100000437,2018-01-18,Push,control,False,English,English,19-24 years,,,,False
a100000437,2018-01-29,House Ads,control,False,English,English,19-24 years,,,,False
a100000437,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,False
a100000438,2018-01-18,Facebook,control,False,English,English,24-30 years,,,,False
a100000438,2018-01-29,House Ads,control,False,English,English,24-30 years,,,,False
a100000438,2018-01-14,House Ads,control,False,English,English,24-30 years,,,,False
a100000439,2018-01-18,Instagram,control,False,English,English,30-36 years,,,,False
a100000439,2018-01-29,House Ads,control,False,English,English,30-36 years,,,,False
a100000439,2018-01-14,House Ads,control,False,English,English,30-36 years,,,,False
a100000440,2018-01-18,Instagram,control,False,English,English,36-45 years,,,,False
a100000440,2018-01-30,House Ads,control,False,English,English,36-45 years,,,,False
a100000440,2018-01-15,House Ads,control,False,English,English,36-45 years,,,,False
a100000441,2018-01-18,Facebook,control,False,English,English,45-55 years,,,,False
a100000441,2018-01-30,House Ads,control,False,English,English,45-55 years,,,,False
a100000441,2018-01-15,House Ads,control,False,English,English,45-55 years,,,,False
a100000442,2018-01-19,House Ads,control,False,English,Spanish,55+ years,,,,False
a100000442,2018-01-30,House Ads,control,False,English,Spanish,55+ years,,,,False
a100000442,2018-01-15,House Ads,control,False,English,Spanish,55+ years,,,,False
a100000443,2018-01-19,House Ads,control,False,English,English,0-18 years,,,,False
a100000443,2018-01-30,House Ads,control,False,English,English,0-18 years,,,,False
a100000443,2018-01-15,House Ads,control,False,English,English,0-18 years,,,,False
a100000444,2018-01-19,Push,control,False,English,English,19-24 years,,,,False
a100000444,2018-01-30,House Ads,control,False,English,English,19-24 years,,,,False
a100000444,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,False
a100000445,2018-01-19,Facebook,control,False,English,English,24-30 years,,,,False
a100000445,2018-01-30,House Ads,control,False,English,English,24-30 years,,,,False
a100000445,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,False
a100000446,2018-01-19,Instagram,control,False,English,English,30-36 years,,,,False
a100000446,2018-01-30,House Ads,control,False,English,English,30-36 years,,,,False
a100000446,2018-01-15,House Ads,control,False,English,English,30-36 years,,,,False
a100000447,2018-01-19,Instagram,control,False,English,English,36-45 years,,,,False
a100000447,2018-01-31,House Ads,control,False,English,English,36-45 years,,,,False
a100000447,2018-01-16,House Ads,control,False,English,English,36-45 years,,,,False
a100000448,2018-01-19,Facebook,control,False,English,English,45-55 years,,,,False
a100000448,2018-01-31,House Ads,control,False,English,English,45-55 years,,,,False
a100000448,2018-01-16,House Ads,control,False,English,English,45-55 years,,,,False
a100000449,2018-01-20,House Ads,control,False,English,English,55+ years,,,,False
a100000449,2018-01-31,House Ads,control,False,English,English,55+ years,,,,False
a100000449,2018-01-16,House Ads,control,False,English,English,55+ years,,,,False
a100000450,2018-01-20,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000450,2018-01-31,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000450,2018-01-16,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000451,2018-01-20,Push,control,False,English,English,19-24 years,,,,False
a100000451,2018-01-31,House Ads,control,False,English,English,19-24 years,,,,False
a100000451,2018-01-16,House Ads,control,False,English,English,19-24 years,,,,False
a100000452,2018-01-20,Facebook,control,False,English,English,24-30 years,,,,False
a100000452,2018-01-31,House Ads,control,False,English,English,24-30 years,,,,False
a100000452,2018-01-16,House Ads,control,False,English,English,24-30 years,,,,False
a100000453,2018-01-20,Instagram,control,False,English,English,30-36 years,,,,False
a100000453,2018-01-31,House Ads,control,False,English,English,30-36 years,,,,False
a100000453,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,False
a100000454,2018-01-20,Instagram,control,False,English,English,36-45 years,,,,False
a100000454,2018-01-01,House Ads,control,False,English,English,36-45 years,,,,False
a100000454,2018-01-17,House Ads,control,False,English,English,36-45 years,,,,False
a100000455,2018-01-20,Facebook,control,False,English,English,45-55 years,,,,False
a100000455,2018-01-01,House Ads,control,False,English,English,45-55 years,,,,False
a100000455,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,False
a100000456,2018-01-21,House Ads,control,False,English,English,55+ years,,,,False
a100000456,2018-01-01,House Ads,control,False,English,English,55+ years,,,,False
a100000456,2018-01-17,House Ads,control,False,English,English,55+ years,,,,False
a100000457,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,False
a100000457,2018-01-01,House Ads,control,False,English,English,0-18 years,,,,False
a100000457,2018-01-17,House Ads,control,False,English,English,0-18 years,,,,False
a100000458,2018-01-21,Push,control,False,English,English,19-24 years,,,,False
a100000458,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,False
a100000458,2018-01-17,House Ads,control,False,English,English,19-24 years,,,,False
a100000459,2018-01-21,Facebook,control,False,English,English,24-30 years,,,,False
a100000459,2018-01-01,House Ads,control,False,English,English,24-30 years,,,,False
a100000459,2018-01-17,House Ads,control,False,English,English,24-30 years,,,,False
a100000460,2018-01-21,Instagram,control,False,English,English,30-36 years,,,,False
a100000460,2018-01-01,House Ads,control,False,English,English,30-36 years,,,,False
a100000460,2018-01-17,House Ads,control,False,English,English,30-36 years,,,,False
a100000461,2018-01-21,Instagram,control,False,English,English,36-45 years,,,,False
a100000461,2018-01-02,House Ads,control,False,English,English,36-45 years,,,,False
a100000461,2018-01-18,House Ads,control,False,English,English,36-45 years,,,,False
a100000462,2018-01-21,Facebook,control,False,English,English,45-55 years,,,,False
a100000462,2018-01-02,House Ads,control,False,English,English,45-55 years,,,,False
a100000462,2018-01-18,House Ads,control,False,English,English,45-55 years,,,,False
a100000463,2018-01-22,House Ads,control,False,English,English,55+ years,,,,False
a100000463,2018-01-02,House Ads,control,False,English,English,55+ years,,,,False
a100000463,2018-01-18,House Ads,control,False,English,English,55+ years,,,,False
a100000464,2018-01-22,House Ads,control,False,English,Spanish,0-18 years,,,,False
a100000465,2018-01-22,Push,control,False,English,English,19-24 years,,,,False
a100000466,2018-01-22,Facebook,control,False,English,English,24-30 years,,,,False
a100000467,2018-01-22,Instagram,control,False,English,English,30-36 years,,,,False
a100000468,2018-01-22,Instagram,control,False,English,English,36-45 years,,,,False
a100000469,2018-01-22,Facebook,control,False,English,English,45-55 years,,,,False
a100000470,2018-01-23,House Ads,control,False,English,English,55+ years,,,,False
a100000471,2018-01-23,House Ads,control,False,English,English,0-18 years,,,,False
a100000472,2018-01-23,Push,control,False,English,English,19-24 years,,,,False
a100000473,2018-01-23,Facebook,control,False,English,English,24-30 years,,,,False
a100000474,2018-01-23,Instagram,control,False,English,English,30-36 years,,,,False
a100000475,2018-01-23,Instagram,control,False,English,English,36-45 years,,,,False
a100000476,2018-01-23,Facebook,control,False,English,English,45-55 years,,,,False
a100000477,2018-01-24,House Ads,control,False,English,English,55+ years,,,,False
a100000478,2018-01-24,House Ads,control,False,English,English,0-18 years,,,,False
a100000479,2018-01-24,Push,control,False,English,English,19-24 years,,,,False
a100000480,2018-01-24,Facebook,control,False,English,English,24-30 years,,,,False
a100000481,2018-01-24,Instagram,control,False,English,English,30-36 years,,,,False
a100000482,2018-01-24,Instagram,control,False,English,English,36-45 years,,,,False
a100000483,2018-01-24,Facebook,control,False,English,English,45-55 years,,,,False
a100000484,2018-01-24,House Ads,control,False,English,Spanish,55+ years,,,,False
a100000485,2018-01-25,House Ads,control,False,English,English,0-18 years,,,,False
a100000486,2018-01-25,Push,control,False,English,English,19-24 years,,,,False
a100000487,2018-01-25,Facebook,control,False,English,English,24-30 years,,,,False
a100000488,2018-01-25,Instagram,control,False,English,English,30-36 years,,,,False
a100000489,2018-01-25,Instagram,control,False,English,English,36-45 years,,,,False
a100000490,2018-01-25,Facebook,control,False,English,English,45-55 years,,,,False
